,OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen,geometry,points
16356,16357,19423,,,601,633,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.19472746,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,428.40040852213485,"LINESTRING (-7912375.070573595 5211646.302907138, -7912258.630313553 5211513.327395197)",<shapely.coords.CoordinateSequence object at 0x14d63a880>
16357,16358,23659,,,635,655,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.08916478,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,196.16251473611376,"LINESTRING (-7912258.630313553 5211513.327395197, -7912220.224770866 5211470.30011033, -7912204.751626287 5211452.939382073)",<shapely.coords.CoordinateSequence object at 0x14d63a8e0>
16358,16359,20325,,,632,600,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.19422245,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,427.2893892634649,"LINESTRING (-7912248.762980748 5211523.558418967, -7912366.925917624 5211654.375352308)",<shapely.coords.CoordinateSequence object at 0x14d63a940>
16359,16360,22483,,,648,634,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.06431631,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,141.4958866137306,"LINESTRING (-7912208.784398374 5211481.027698178, -7912248.762980748 5211523.558418967)",<shapely.coords.CoordinateSequence object at 0x14d63a9a0>
16360,16361,12922,1724,1758,1721,1757,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.10834912,0.10834912, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,238.3680683660586,"LINESTRING (-7912179.343731968 5211593.188843386, -7912248.762980748 5211523.558418967)",<shapely.coords.CoordinateSequence object at 0x14d63aa00>
16361,16362,20467,,,,,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.01566253,0.01566253, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,34.45756635357012,"LINESTRING (-7912248.762980748 5211523.558418967, -7912258.630313553 5211513.327395197)",<shapely.coords.CoordinateSequence object at 0x14d63aa60>
16362,16363,23005,,,657,707,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.25098907,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,552.175947327783,"LINESTRING (-7912204.751626287 5211452.939382073, -7912050.331699983 5211285.476908798)",<shapely.coords.CoordinateSequence object at 0x14d63aac0>
16363,16364,23185,,,708,650,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.27603584,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,607.2788481354211,"LINESTRING (-7912041.700921744 5211294.339729906, -7912208.784398374 5211481.027698178)",<shapely.coords.CoordinateSequence object at 0x14d63ab20>
16364,16365,20507,,,,,,Harrison,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.01363219,0.01363219, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1924,29.990825657779908,"LINESTRING (-7912041.700921744 5211294.339729906, -7912050.331699983 5211285.476908798)",<shapely.coords.CoordinateSequence object at 0x14d63ab80>
16365,16366,25394,848,850,831,845,,Harrison,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.05467941,0.05467941, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1924,120.29471032582201,"LINESTRING (-7912006.958265045 5211329.766871682, -7912041.700921744 5211294.339729906)",<shapely.coords.CoordinateSequence object at 0x14d63abe0>
16366,16367,21670,,,709,781,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.30979767,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,681.5548783035608,"LINESTRING (-7912050.331699983 5211285.476908798, -7911862.114027719 5211076.595102236)",<shapely.coords.CoordinateSequence object at 0x14d63ac40>
16367,16368,13774,780,798,779,799,,Albany,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.16381212,0.16381212, , ,MA,MA,025,025,07000,07000,02119,02118, , ,07000,07000,51,360.38666875043845,"LINESTRING (-7911862.114027719 5211076.595102236, -7911966.780309869 5210971.044646553)",<shapely.coords.CoordinateSequence object at 0x14d63aca0>
16368,16369,21835,,,783,799,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.09753045,-1.0, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,2657,214.56699571553528,"LINESTRING (-7911862.114027719 5211076.595102236, -7911806.632375497 5211007.600446935)",<shapely.coords.CoordinateSequence object at 0x14d63ad00>
16369,16370,19520,,,782,710,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.31085508,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,683.8811739186248,"LINESTRING (-7911852.505880937 5211085.100569555, -7911912.113395296 5211151.141028121, -7911999.255830988 5211250.092751781, -7912041.700921744 5211294.339729906)",<shapely.coords.CoordinateSequence object at 0x14d63ad60>
16370,16371,20452,,,832,784,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.09548095,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,210.0580924718696,"LINESTRING (-7911794.316545627 5211020.897806377, -7911819.920078435 5211048.304530332, -7911852.505880937 5211085.100569555)",<shapely.coords.CoordinateSequence object at 0x14d63adc0>
16371,16372,17250,712,774,719,773,,Albany,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.32983835,0.32983835, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,51,725.6443608254999,"LINESTRING (-7911635.310897457 5211290.963603509, -7911746.363742649 5211184.495441614, -7911752.129139006 5211179.049145412, -7911806.543713825 5211126.760480691, -7911852.505880937 5211085.100569555)",<shapely.coords.CoordinateSequence object at 0x14d63ae20>
16372,16373,22032,776,778,775,777,,Albany,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.01414439,0.01414439, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,51,31.11765482363659,"LINESTRING (-7911852.505880937 5211085.100569555, -7911862.114027719 5211076.595102236)",<shapely.coords.CoordinateSequence object at 0x14d63ae80>
16379,16380,20053,,,569,599,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.08163686,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,179.60110130061278,"LINESTRING (-7912425.582529753 5211700.49804044, -7912423.383170516 5211697.957588227, -7912417.483246236 5211691.481833299, -7912387.983677931 5211659.555366715, -7912375.070573595 5211646.302907138)",<shapely.coords.CoordinateSequence object at 0x14d63b160>
16380,16381,25385,,,501,523,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.10033451,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,220.73593064030416,"LINESTRING (-7912632.103014356 5211934.038109976, -7912572.862780007 5211864.857867582)",<shapely.coords.CoordinateSequence object at 0x14d63b1c0>
16381,16382,19857,,,525,567,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.24314452,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,534.9179362494477,"LINESTRING (-7912572.862780007 5211864.857867582, -7912425.582529753 5211700.49804044)",<shapely.coords.CoordinateSequence object at 0x14d63b220>
16382,16383,19858,,,1,1,,Chester,PARK,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.32659113,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,5492,587.6112830075579,"LINESTRING (-7912572.862780007 5211864.857867582, -7912571.502577839 5211856.686558516, -7912570.193622315 5211848.258036297, -7912569.712480984 5211841.617621936, -7912570.122160857 5211834.744074432, -7912570.147443701 5211829.592708936, -7912570.169697504 5211825.058506299, -7912569.766445392 5211819.833303721, -7912568.790267911 5211814.806341028, -7912567.526145033 5211810.208297779, -7912566.11347169 5211806.757503397, -7912564.407343297 5211803.619675884, -7912562.455712887 5211800.740276395, -7912494.321704116 5211724.181530635, -7912491.350918756 5211721.4081345, -7912487.505791604 5211718.375785117, -7912483.656433681 5211716.204358227, -7912479.377136656 5211714.246104194, -7912474.791769269 5211712.748937015, -7912470.510005663 5211711.292861971, -7912465.02963357 5211710.085468159, -7912460.082963181 5211709.375860455, -7912453.651146635 5211709.056956886, -7912449.592431928 5211708.749812589, -7912446.022697843 5211707.871173543, -7912441.581807393 5211706.525745348, -7912437.029597375 5211705.100312492, -7912425.582529753 5211700.49804044)",<shapely.coords.CoordinateSequence object at 0x14d63b280>
16383,16384,21927,,,524,500,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.0986374,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,217.00227348335756,"LINESTRING (-7912562.357710603 5211873.981973163, -7912621.344524105 5211941.339105297)",<shapely.coords.CoordinateSequence object at 0x14d63b2e0>
16384,16385,21755,,,2,2,,Chester,PARK,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.33691634,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,5492,592.9727613928346,"LINESTRING (-7912414.895971837 5211709.040771883, -7912418.608981239 5211723.426652725, -7912420.349164791 5211732.941475098, -7912420.680096267 5211738.324095996, -7912420.651837057 5211744.063553084, -7912420.265268353 5211749.980747247, -7912420.245839912 5211753.926636894, -7912420.69860533 5211758.269414868, -7912421.279126123 5211761.823738865, -7912421.975432987 5211765.593943354, -7912422.934370715 5211768.755466195, -7912424.203363823 5211772.349002316, -7912425.335798371 5211774.650573786, -7912426.894999901 5211777.384601381, -7912428.340711684 5211779.436492701, -7912463.174908742 5211818.531508978, -7912500.681883963 5211859.039420612, -7912503.245342867 5211861.06092259, -7912506.380744041 5211863.085391551, -7912509.232996657 5211864.534396132, -7912512.657056411 5211865.98636627, -7912516.512122079 5211867.009854424, -7912521.653855786 5211868.039709336, -7912526.655356887 5211868.494940934, -7912531.945079113 5211868.521117215, -7912538.089625128 5211869.125582123, -7912543.660955903 5211870.01410296, -7912562.357710603 5211873.981973163)",<shapely.coords.CoordinateSequence object at 0x14d63b340>
16385,16386,21026,,,568,526,,Massachusetts,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.24375389,-1.0, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2657,536.2585594820279,"LINESTRING (-7912414.895971837 5211709.040771883, -7912562.357710603 5211873.981973163)",<shapely.coords.CoordinateSequence object at 0x14d63b3a0>
16392,16393,23671,,,91,93,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.13543123,-1.0, , ,MA,MA,025,025,07000,07000,02199,02199, , ,07000,07000,2139,417.12818881615306,"LINESTRING (-7912556.687664896 5213104.74872095, -7912656.777953729 5212999.153626909, -7912679.579231802 5212985.489189308)",<shapely.coords.CoordinateSequence object at 0x14d63b640>
16395,16396,16586,,,166,146,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.16812079,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,517.8120320197024,"LINESTRING (-7912923.276933174 5212694.689270933, -7912852.557681458 5212770.368138009, -7912777.899417245 5212851.242236477)",<shapely.coords.CoordinateSequence object at 0x14d63b760>
16396,16397,24094,,,144,118,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.17406529,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,2139,536.1210806328544,"LINESTRING (-7912777.899417245 5212851.242236477, -7912659.714614757 5212973.59971573, -7912645.090789821 5212988.619097277, -7912635.161336801 5212997.59966626, -7912623.15774275 5213009.231411008)",<shapely.coords.CoordinateSequence object at 0x14d63b7c0>
16397,16398,15556,276,298,277,299,W,Newton,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.06943913,0.06943913, , ,MA,MA,025,025,07000,07000,02115,02116, , ,07000,07000,2980,152.76608950456782,"LINESTRING (-7912732.053253891 5212808.010507207, -7912756.600974395 5212831.068115963, -7912777.899417245 5212851.242236477)",<shapely.coords.CoordinateSequence object at 0x14d63b820>
16398,16399,15555,,,95,151,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.12950001,-1.0, , ,MA,MA,025,025,07000,07000,02199,02199, , ,07000,07000,2139,398.8600455233033,"LINESTRING (-7912679.579231802 5212985.489189308, -7912789.650708167 5212863.136542871)",<shapely.coords.CoordinateSequence object at 0x14d63b880>
16399,16400,4275,,,153,209,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.21353669,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,657.6930032093846,"LINESTRING (-7912789.650708167 5212863.136542871, -7912976.075773343 5212665.967139288)",<shapely.coords.CoordinateSequence object at 0x14d63b8e0>
16400,16401,16159,,,,,,Belvidere,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.01031681,0.01031681, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,379,22.69697226829386,"LINESTRING (-7912796.041848607 5212869.981111565, -7912789.650708167 5212863.136542871)",<shapely.coords.CoordinateSequence object at 0x14d63b940>
16401,16402,15557,,,,,W,Newton,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.01842243,0.01842243, , ,MA,MA,025,025,07000,07000,02115,02116, , ,07000,07000,2980,40.52934991987896,"LINESTRING (-7912777.899417245 5212851.242236477, -7912789.650708167 5212863.136542871)",<shapely.coords.CoordinateSequence object at 0x14d63b9a0>
16402,16403,16595,,,286,280,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.03693373,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,113.75587718530268,"LINESTRING (-7913308.777378133 5212264.061340287, -7913277.868203573 5212299.384531431)",<shapely.coords.CoordinateSequence object at 0x14d63ba00>
16403,16404,16597,,,285,289,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.03819209,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,117.63164007816651,"LINESTRING (-7913289.791586542 5212311.101426108, -7913314.753864347 5212282.546464466, -7913321.73106766 5212274.554587954)",<shapely.coords.CoordinateSequence object at 0x14d63ba60>
16404,16405,4277,,,291,339,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.24461677,-1.0, , ,MA,MA, , , , ,02115,02115, , ,07000,07000,2139,753.419663411885,"LINESTRING (-7913321.73106766 5212274.554587954, -7913328.326493585 5212268.828047672, -7913357.270323846 5212243.726667354, -7913392.470363454 5212215.849374465, -7913526.6552959 5212143.871819216, -7913569.803531936 5212120.72641405, -7913585.79204599 5212113.98615894)",<shapely.coords.CoordinateSequence object at 0x14d63bac0>
16405,16406,8846,38,50,37,47,,Gainsborough,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.08878691,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1658,156.26495437639983,"LINESTRING (-7913321.73106766 5212274.554587954, -7913329.667105735 5212281.875032312, -7913368.765065567 5212318.623150039)",<shapely.coords.CoordinateSequence object at 0x14d63bb20>
16406,16407,16594,,,,,,Gainsborough,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.02297021,0.02297021, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1658,40.42756310179592,"LINESTRING (-7913308.777378133 5212264.061340287, -7913321.73106766 5212274.554587954)",<shapely.coords.CoordinateSequence object at 0x14d63bb80>
16407,16408,13747,,,341,385,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.16860787,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,519.3122294479446,"LINESTRING (-7913585.79204599 5212113.98615894, -7913761.155530475 5212017.910959325, -7913773.477081077 5212011.160248667)",<shapely.coords.CoordinateSequence object at 0x14d63bbe0>
16408,16409,4278,,,387,393,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.04147278,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,127.73615404551485,"LINESTRING (-7913773.477081077 5212011.160248667, -7913819.608891748 5211985.807375566)",<shapely.coords.CoordinateSequence object at 0x14d63bc40>
16409,16410,20102,,,420,398,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.1469617,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,452.64202693559173,"LINESTRING (-7913930.804818627 5211896.345483447, -7913914.396965654 5211904.126931032, -7913848.384543911 5211938.463892277, -7913811.09249544 5211958.644454579, -7913790.164358104 5211970.391270963, -7913766.297656027 5211984.160120796)",<shapely.coords.CoordinateSequence object at 0x14d63bca0>
16410,16411,21786,,,396,288,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.42462837,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,1307.855390375318,"LINESTRING (-7913766.297656027 5211984.160120796, -7913619.511524372 5212066.324829632, -7913572.423395006 5212092.529769249, -7913501.787170951 5212131.211661994, -7913428.303563636 5212171.33232871, -7913400.532118595 5212185.772147756, -7913388.056933875 5212193.352772913, -7913372.783152303 5212203.179914222, -7913361.700338427 5212211.090256726, -7913352.748906997 5212218.287452997, -7913348.98095888 5212221.390253053, -7913341.223782073 5212228.993782159, -7913324.73496404 5212246.133397272, -7913308.777378133 5212264.061340287)",<shapely.coords.CoordinateSequence object at 0x14d63bd00>
16411,16412,14725,32,66,33,67,,Forsyth,ST,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.25791682,0.25791682, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1592,340.4502050045964,"LINESTRING (-7913766.297656027 5211984.160120796, -7913717.258982231 5211852.356592761)",<shapely.coords.CoordinateSequence object at 0x14d63bd60>
16412,16413,14724,,,,,,Forsyth,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.03842105,0.03842105, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1592,67.62105226568345,"LINESTRING (-7913773.477081077 5212011.160248667, -7913766.297656027 5211984.160120796)",<shapely.coords.CoordinateSequence object at 0x14d63bdc0>
16413,16414,26990,,,440,422,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Roxbury,0.04274389,-1.0,,,MA,MA,025,025,07000,07000,02115,02115,,,07000,07000,2139,131.6511865164561,"LINESTRING (-7913978.399203576 5211870.306331332, -7913930.804818627 5211896.345483447)",<shapely.coords.CoordinateSequence object at 0x14d63be20>
16414,16415,16850,,,395,421,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Boston,Boston,0.1277977,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,393.61691633653237,"LINESTRING (-7913819.608891748 5211985.807375566, -7913903.968812055 5211939.595798011, -7913962.431892381 5211908.936567433)",<shapely.coords.CoordinateSequence object at 0x14d63be80>
16415,16416,27143,20,28,21,29,,Forsyth,WAY,,Boston,Boston,A41,25,,,,,0,0,,,Boston,Boston,0.01932344,0.01932344,,,MA,MA,025,025,07000,07000,02115,02115,,,07000,07000,1593,42.51156600159807,"LINESTRING (-7913980.397302886 5211963.156704585, -7913988.592546533 5211978.680510668)",<shapely.coords.CoordinateSequence object at 0x14d63bee0>
16416,16417,24976,2,58,1,57,,Louis Prang,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Boston,0.09915397,0.09915397, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2522,218.13874157891414,"LINESTRING (-7914342.420558612 5211706.089737289, -7914418.695627058 5211753.686385977)",<shapely.coords.CoordinateSequence object at 0x14d63bf40>
16417,16418,24979,,,,,,Ruggles,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.03929408,0.03929408, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,3672,86.44697875943967,"LINESTRING (-7914310.583197513 5211690.126467987, -7914326.577393325 5211697.847206833, -7914342.420558612 5211706.089737289)",<shapely.coords.CoordinateSequence object at 0x14d63bfa0>
16418,16419,20585,,,558,532,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Roxbury,Roxbury,0.07118184,-1.0, , ,MA,MA,025,025,07000,07000,02120,02120, , ,07000,07000,2139,219.24006291859652,"LINESTRING (-7914392.959676713 5211653.079718966, -7914310.583197513 5211690.126467987)",<shapely.coords.CoordinateSequence object at 0x14d63c040>
16419,16420,20584,,,501,523,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Roxbury,Roxbury,0.05535007,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,170.47821133062493,"LINESTRING (-7914342.420558612 5211706.089737289, -7914404.759443397 5211673.711395594)",<shapely.coords.CoordinateSequence object at 0x14d63c0a0>
16420,16421,22149,,,530,442,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Roxbury,Roxbury,0.29790451,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,917.5458887081742,"LINESTRING (-7914310.583197513 5211690.126467987, -7914218.18795904 5211741.178872702, -7914173.54886581 5211766.629915591, -7914126.46067899 5211794.791747565, -7914038.184269989 5211842.682265196, -7913978.399203576 5211870.306331332)",<shapely.coords.CoordinateSequence object at 0x14d63c100>
16421,16422,19809,,,,,,Evans,WAY,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.0333092,0.0333092, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1453,58.62418713609462,"LINESTRING (-7914609.921354568 5211562.722273516, -7914602.01764746 5211539.831925871)",<shapely.coords.CoordinateSequence object at 0x14d63c160>
16423,16424,26878,,,608,602,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Roxbury,Roxbury,0.09742869,-1.0,,,MA,MA,025,025,07000,07000,02115,02115,,,07000,07000,2139,300.0803691040766,"LINESTRING (-7914602.01764746 5211539.831925871, -7914493.291904075 5211598.729940202)",<shapely.coords.CoordinateSequence object at 0x14d63c220>
16424,16425,21088,,,541,607,,Huntington,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,9,Roxbury,Roxbury,0.13181732,-1.0, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,2139,405.9973467292334,"LINESTRING (-7914462.645664864 5211642.086067426, -7914609.921354568 5211562.722273516)",<shapely.coords.CoordinateSequence object at 0x14d63c280>
16451,16452,22366,,,346,320,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.03100808,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,95.5048811132252,"LINESTRING (-7912056.677968258 5212921.540020798, -7912045.564849406 5212933.234380088, -7912029.534787718 5212950.103565197)",<shapely.coords.CoordinateSequence object at 0x14d63cca0>
16452,16453,25231,92,94,89,95,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.04604714,0.04604714, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,1147,101.30371491824393,"LINESTRING (-7912041.756750478 5212882.441255056, -7912056.677968258 5212921.540020798)",<shapely.coords.CoordinateSequence object at 0x14d63cd00>
16454,16455,27150,,,,,,Dartmouth,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.01348719,0.01348719,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,1147,29.67182828584861,"LINESTRING (-7912056.677968258 5212921.540020798, -7912060.991302643 5212933.013854621)",<shapely.coords.CoordinateSequence object at 0x14d63cdc0>
16456,16457,22611,,,345,363,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.07888439,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,242.48479116573654,"LINESTRING (-7912060.991302643 5212933.013854621, -7912072.169831595 5212920.276371737, -7912128.177274467 5212858.878480314)",<shapely.coords.CoordinateSequence object at 0x14d63ce80>
16457,16458,25234,1,1,2,2,,Yarmouth,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.05833698,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4622,102.67308871561119,"LINESTRING (-7912159.284550531 5212887.616951416, -7912128.177274467 5212858.878480314)",<shapely.coords.CoordinateSequence object at 0x14d63cee0>
16458,16459,19311,,,366,348,,Columbus,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Boston,Boston,0.07524799,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,229.16292632730037,"LINESTRING (-7912122.8734631 5212854.086691777, -7912070.86190512 5212908.539599527, -7912056.677968258 5212921.540020798)",<shapely.coords.CoordinateSequence object at 0x14d63cf40>
16459,16460,27151,,,,,,Yarmouth,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.00984644,-1.0,,,MA,MA,025,025,07000,07000,02116,02116,,,07000,07000,4622,17.329729390018908,"LINESTRING (-7912128.177274467 5212858.878480314, -7912122.8734631 5212854.086691777)",<shapely.coords.CoordinateSequence object at 0x14d63cfa0>
16460,16461,15338,61,99,56,98,,Carleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.153,-1.0, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,696,263.98992117914463,"LINESTRING (-7912357.362750557 5212919.764988197, -7912318.864004701 5212963.049740731, -7912290.341374798 5212995.125975756, -7912288.637691766 5212996.283524818, -7912286.489892789 5212996.900668804, -7912284.791080748 5212997.071617056, -7912282.736703102 5212996.881999013)",<shapely.coords.CoordinateSequence object at 0x14d63d040>
16462,16463,25235,51,99,50,98,,Public Alley No. 543,,,Boston,Boston,A73,15,,,,,0,0,,,Boston,Boston,0.204,0.204, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,3416,268.7636934057656,"LINESTRING (-7912236.135569715 5212807.685804842, -7912159.284550531 5212887.616951416)",<shapely.coords.CoordinateSequence object at 0x14d63d100>
